0,0,0.0
1,750,1.0
2,760,1.0
3,770,1.0
4,780,1.0
5,790,1.0
6,800,1.0
7,810,1.0
8,820,1.0
9,830,1.0
10,840,1.0
11,850,1.0
12,860,1.0
13,870,1.0
14,880,1.0
15,890,1.0
16,900,1.0
17,910,1.0
18,920,1.0
19,930,1.0
20,940,1.0
21,950,1.0
22,960,1.0
23,970,1.0
24,980,1.0
25,990,1.0
26,1000,1.0
27,1010,1.0
28,1020,1.0
29,1030,1.0
30,1040,1.0
31,1050,1.0
32,1060,1.0
33,1070,1.0
34,1080,1.0
35,1090,1.0
36,1100,1.0
37,1110,1.0
38,1120,1.0
39,1130,1.0
40,1140,1.0
41,1150,1.0
42,1160,1.0
43,1170,1.0
44,1180,1.0
45,1190,1.0
46,1200,1.0
47,1210,1.0
48,1220,1.0
49,1230,1.0
50,1240,1.0
51,1250,1.0
52,1260,1.0
53,1270,1.0
54,1280,0.98
55,1290,1.0
56,1300,1.0
57,1310,1.0
58,1320,1.0
59,1330,1.0
60,1340,1.0
61,1350,1.0
62,1360,1.0
63,1370,1.0
64,1380,0.99
65,1390,1.0
66,1400,1.0
67,1410,0.97
68,1420,0.97
69,1430,0.99
70,1440,1.0
71,1450,0.99
72,1460,0.98
73,1470,1.0
74,1480,0.98
75,1490,0.99
76,1500,0.97
77,1510,0.94
78,1520,0.97
79,1530,0.97
80,1540,0.95
81,1550,0.89
82,1560,0.93
83,1570,0.94
84,1580,0.94
85,1590,0.92
86,1600,0.89
87,1610,0.86
88,1620,0.89
89,1630,0.87
90,1640,0.86
91,1650,0.87
92,1660,0.87
93,1670,0.85
94,1680,0.86
95,1690,0.89
96,1700,0.86
97,1710,0.81
98,1720,0.81
99,1730,0.78
100,1740,0.78
101,1750,0.69
102,1760,0.72
103,1770,0.7
104,1780,0.72
105,1790,0.7
106,1800,0.7
107,1810,0.67
108,1820,0.61
109,1830,0.53
110,1840,0.54
111,1850,0.57
112,1860,0.57
113,1870,0.51
114,1880,0.6
115,1890,0.47
116,1900,0.43
117,1910,0.39
118,1920,0.47
119,1930,0.43
120,1940,0.41
121,1950,0.39
122,1960,0.3
123,1970,0.22
124,1980,0.26
125,1990,0.2
126,2000,0.26
127,2010,0.22
128,2020,0.2
129,2030,0.21
130,2040,0.19
131,2050,0.21
132,2060,0.12
133,2070,0.16
134,2080,0.17
135,2090,0.15
136,2100,0.11
137,2110,0.08
138,2120,0.1
139,2130,0.03
140,2140,0.09
141,2150,0.07
142,2160,0.06
143,2170,0.1
144,2180,0.06
145,2190,0.02
146,2200,0.05
147,2210,0.04
148,2220,0.06
149,2230,0.04
150,2240,0.06
151,2250,0.0
152,2260,0.06
153,2270,0.0
154,2280,0.04
155,2290,0.02
156,2300,0.0
157,2310,0.0
158,2320,0.0
159,2330,0.0
160,2340,0.0
161,2350,0.01
162,2360,0.0
163,2370,0.0
164,2380,0.0
165,2390,0.0
166,2400,0.01
167,2410,0.0
168,2420,0.0
169,2430,0.0
170,2440,0.01
171,2450,0.0
172,2460,0.0
173,2470,0.0
174,2480,0.0
175,2490,0.0
176,2500,0.0
177,2510,0.0
178,2520,0.0
179,2530,0.0
180,2540,0.0
181,2550,0.0
182,2560,0.01
183,2570,0.0
184,2580,0.0
185,2590,0.0
186,2600,0.0
187,2610,0.0
188,2620,0.0
189,2630,0.0
190,2640,0.0
191,2650,0.0
192,2660,0.0
193,2670,0.0
194,2680,0.0
195,2690,0.0
196,2700,0.0
197,2710,0.0
198,2720,0.0
199,2730,0.0
200,2740,0.0
201,2750,0.0
202,2760,0.0
203,2770,0.0
204,2780,0.0
205,2790,0.0
206,2800,0.0
207,2810,0.0
208,2820,0.0
209,2830,0.0
210,2840,0.0
211,2850,0.0
212,2860,0.0
213,2870,0.0
214,2880,0.0
215,2890,0.0
216,2900,0.0
217,2910,0.0
218,2920,0.0
219,2930,0.0
220,2940,0.0
221,2950,0.0
222,2960,0.0
223,2970,0.0
224,2980,0.0
225,2990,0.0
226,3000,0.0
